eirinas-prayer-yellow	Eirina's Prayer	2	1			Instant		Generic		Reveal the top card of your deck. Prevent the next X arcane damage that would be dealt to your hero this turn, where X is 5 minus the pitch value of the card revealed this way.
eirinas-prayer-blue	Eirina's Prayer	3	1			Instant		Generic		Reveal the top card of your deck. Prevent the next X arcane damage that would be dealt to your hero this turn, where X is 4 minus the pitch value of the card revealed this way.
electrify-red	Electrify	1	1		2	Action	NonAttack	NotClassed	Lightning	The next time an attack action card hits a hero this turn, it deals 3 damage to them. If Electrify is played from arsenal, draw a card. **Go again**
electrify-yellow	Electrify	2	1		2	Action	NonAttack	NotClassed	Lightning	The next time an attack action card hits a hero this turn, it deals 2 damage to them. If Electrify is played from arsenal, draw a card. **Go again**
electrify-blue	Electrify	3	1		2	Action	NonAttack	NotClassed	Lightning	The next time an attack action card hits a hero this turn, it deals 1 damage to them. If Electrify is played from arsenal, draw a card. **Go again**
electrolyze-red	Electrolyze	1	1	4	0	Action	Attack	NotClassed	Lightning	**Go again**
electrolyze-yellow	Electrolyze	2	1	3	0	Action	Attack	NotClassed	Lightning	**Go again**
electrolyze-blue	Electrolyze	3	1	2	0	Action	Attack	NotClassed	Lightning	**Go again**
electromagnetic-somersault-red	Electromagnetic Somersault	1	0			Instant		NotClassed	Lightning	Choose up to 2 attack action cards with cost 0 or more on the active chain link. Return them to their owner's hand when the chain link resolves.
electromagnetic-somersault-yellow	Electromagnetic Somersault	2	0			Instant		NotClassed	Lightning	Choose up to 2 attack action cards with cost 1 or more on the active chain link. Return them to their owner's hand when the chain link resolves.
electromagnetic-somersault-blue	Electromagnetic Somersault	3	0			Instant		NotClassed	Lightning	Choose up to 2 attack action cards with cost 2 or more on the active chain link. Return them to their owner's hand when the chain link resolves.
electrostatic-discharge-red	Electrostatic Discharge	1	0			Instant		NotClassed	Lightning	The next attack action card you play this turn with cost 1 or less gets +3{p}.
electrostatic-discharge-yellow	Electrostatic Discharge	2	0			Instant		NotClassed	Lightning	The next attack action card you play this turn with cost 1 or less gets +2{p}.
electrostatic-discharge-blue	Electrostatic Discharge	3	0			Instant		NotClassed	Lightning	The next attack action card you play this turn with cost 1 or less gets +1{p}.
electryn-joltstep-red	Electryn Joltstep	1	1		3	Action	NonAttack	Runeblade	Lightning	Your next Runeblade or Lightning attack this turn gets +3{p}. Create a Lightning Flow token. **Go again**
electryn-joltstep-yellow	Electryn Joltstep	2	1		3	Action	NonAttack	Runeblade	Lightning	Your next Runeblade or Lightning attack this turn gets +2{p}. Create a Lightning Flow token. **Go again**
electryn-joltstep-blue	Electryn Joltstep	3	1		3	Action	NonAttack	Runeblade	Lightning	Your next Runeblade or Lightning attack this turn gets +1{p}. Create a Lightning Flow token. **Go again**
electryn-mindmeld-yellow	Electryn Mindmeld	2	1	3	3	Action	Attack	Runeblade	Lightning	**Quickstrike** - If this has go again, it gets +1{p} and "When this attacks a hero, deal 1 arcane damage to them." The first time this deals damage to a hero, you may put an instant card from your graveyard on the bottom of your deck.
eloquence	Eloquence					Token	Aura	Generic		When you play a non-attack action card, destroy this and the card gets **go again**.
embodiment-of-lightning	Embodiment of Lightning					Token	Aura	NotClassed	Elemental	When you play an attack action card, destroy this and the attack gets **go again**.
embrace-adversity	Embrace Adversity				2	Equipment	Arms	Generic		This may only defend an attack if the attack's controller has destroyed a Might token this turn. **Blade Break**
emissary-of-moon-red	Emissary of Moon	1	0	4	2	Action	Attack	Generic		When this attacks, you may put a card from your hand on the bottom of your deck. If you do, draw a card.
emissary-of-tides-red	Emissary of Tides	1	0	4	2	Action	Attack	Generic		When this attacks, you may put a card from your hand on the bottom of your deck. If you do, this gets +2{p}.
emissary-of-wind-red	Emissary of Wind	1	0	4	2	Action	Attack	Generic		When this attacks, you may put a card from your hand on the bottom of your deck. If you do, this gets **go again**.
enchanting-melody-red	Enchanting Melody	1	2		2	Action	Aura|NonAttack	Generic		**Go again** If your hero would be dealt damage, instead destroy Enchanting Melody and prevent 4 damage that source would deal. At the beginning of your end phase, destroy Enchanting Melody unless you have played a 'non-attack' action card this turn.
enchanting-melody-yellow	Enchanting Melody	2	2		2	Action	Aura|NonAttack	Generic		**Go again** If your hero would be dealt damage, instead destroy Enchanting Melody and prevent 3 damage that source would deal. At the beginning of your end phase, destroy Enchanting Melody unless you have played a 'non-attack' action card this turn.
enchanting-melody-blue	Enchanting Melody	3	2		2	Action	Aura|NonAttack	Generic		**Go again** If your hero would be dealt damage, instead destroy Enchanting Melody and prevent 2 damage that source would deal. At the beginning of your end phase, destroy Enchanting Melody unless you have played a 'non-attack' action card this turn.
energy-potion-blue	Energy Potion	3	0			Action	Item|NonAttack	Generic		**Instant** - Destroy this: Gain {r}{r}
enlightened-strike-red	Enlightened Strike	1	0	5	3	Action	Attack	Generic		As an additional cost to play Enlightened Strike, put a card from your hand on the bottom of your deck. Choose 1; - When you attack with Enlightened Strike, draw a card. - Enlightened Strike gains +2{p}. - Enlightened Strike gains **go again**.
erase-face-red	Erase Face	1	2	6	2	Action	Attack	Generic		When this hits a hero, cards they own lose all class and talent types until the end of their next turn.
evasive-leap-red	Evasive Leap	1	0		3	DefenseReaction		Generic		
evasive-leap-yellow	Evasive Leap	2	0		2	DefenseReaction		Generic		
evasive-leap-blue	Evasive Leap	3	0		1	DefenseReaction		Generic		
even-bigger-than-that-red	Even Bigger Than That!	1	0			Instant		Generic		Play Even Bigger Than That! only if you've dealt {p} this turn. **Opt 3**, then reveal the top card of your deck. If it has {p} greater than the amount of damage you've dealt this turn, create a Quicken token and draw a card.
even-bigger-than-that-yellow	Even Bigger Than That!	2	0			Instant		Generic		Play Even Bigger Than That! only if you've dealt {p} this turn. **Opt 2**, then reveal the top card of your deck. If it has {p} greater than the amount of damage you've dealt this turn, create a Quicken token and draw a card.
even-bigger-than-that-blue	Even Bigger Than That!	3	0			Instant		Generic		Play Even Bigger Than That! only if you've dealt {p} this turn. **Opt 1**, then reveal the top card of your deck. If it has {p} greater than the amount of damage you've dealt this turn, create a Quicken token and draw a card.
exposed-blue	Exposed	3	0			AttackReaction		Generic		If you are **marked**, you can't play this. Target attack gets +1{p}. **Mark** the defending hero.
exude-confidence-red	Exude Confidence	1	0	4	2	Action	Attack	Generic		While Exude Confidence isn't defended by a card with equal or greater {p}, the defending hero can't play or activate instants or defense reactions this combat chain. **Instant** - {r}{r}{r}: Exude Confidence gains +2{p}. Activate this ability only while Exude Confidence is attacking.
eye-of-ophidia-blue	Eye of Ophidia	3				Resource	Gem	Generic		**Legendary** When you pitch Eye of Ophidia, **opt 2**.
fabric-of-blossoms-blue	Fabric of Blossoms	3	0		2	Action	Construct|NonAttack	Generic		Equip Blossom of Spring. If you don't, **negate this**.
fabric-of-hope-red	Fabric of Hope	1	0		2	Action	Construct|NonAttack	Generic		Equip Hope Merchant's Hood. If you don't, **negate** this.
fabric-of-providence-red	Fabric of Providence	1	0		2	Action	Construct|NonAttack	Generic		**Legendary** Equip Crown of Providence. If you don't, **negate** this.
fabric-of-scales-blue	Fabric of Scales	3	0		2	Action	Construct|NonAttack	Generic		Equip Snapdragon Scalers. If you don't, **negate** this.
fabric-of-spring-yellow	Fabric of Spring	2	0		2	Action	Construct|NonAttack	Generic		Equip Fyendal's Spring Tunic. If you don't, **negate this**.
face-adversity	Face Adversity				2	Equipment	Head	Generic		This may only defend an attack if the attack's controller has drawn a card this turn. **Blade Break**
face-purgatory	Face Purgatory				2	Equipment	Head	Runeblade		When this defends together with an attack action card and a non-attack action card, the attacking hero discards a card and you draw a card. **Blade Break**
fact-finding-mission-red	Fact-Finding Mission	1	2	6	2	Action	Attack	Generic		When this hits a hero, you may look at a face-down card in their arsenal or equipment zones.
fact-finding-mission-yellow	Fact-Finding Mission	2	2	5	2	Action	Attack	Generic		When this hits a hero, you may look at a face-down card in their arsenal or equipment zones.
fact-finding-mission-blue	Fact-Finding Mission	3	2	4	2	Action	Attack	Generic		When this hits a hero, you may look at a face-down card in their arsenal or equipment zones.
fate-foreseen-red	Fate Foreseen	1	0		4	DefenseReaction		Generic		**Opt 1**
fate-foreseen-yellow	Fate Foreseen	2	0		3	DefenseReaction		Generic		**Opt 1**
fate-foreseen-blue	Fate Foreseen	3	0		2	DefenseReaction		Generic		**Opt 1**
fearless-confrontation-blue	Fearless Confrontation	3	3	5	3	Action	Attack	Generic		**Instant** - Discard this: Target attack gets -1{p} and loses and can't gain **dominate**.
feisty-locals-red	Feisty Locals	1	0	3	2	Action	Attack	Generic		If this is defended by an action card, this gets +2{p}.
feisty-locals-yellow	Feisty Locals	2	0	2	2	Action	Attack	Generic		If this is defended by an action card, this gets +2{p}.
feisty-locals-blue	Feisty Locals	3	0	1	2	Action	Attack	Generic		If this is defended by an action card, this gets +2{p}.
fervent-forerunner-red	Fervent Forerunner	1	0	3	2	Action	Attack	Generic		If Fervent Forerunner hits, **opt 2**. If Fervent Forerunner is played from arsenal, it gains **go again**.
fervent-forerunner-yellow	Fervent Forerunner	2	0	2	2	Action	Attack	Generic		If Fervent Forerunner hits, **opt 2**. If Fervent Forerunner is played from arsenal, it gains **go again**.
fervent-forerunner-blue	Fervent Forerunner	3	0	1	2	Action	Attack	Generic		If Fervent Forerunner hits, **opt 2**. If Fervent Forerunner is played from arsenal, it gains **go again**.
fiddlers-green-red	Fiddler's Green	1			1	Block		Generic		When this is put into your graveyard from anywhere, gain 3{h}.
fiddlers-green-yellow	Fiddler's Green	2			1	Block		Generic		When this is put into your graveyard from anywhere, gain 2{h}.
fiddlers-green-blue	Fiddler's Green	3			1	Block		Generic		When this is put into your graveyard from anywhere, gain 1{h}.
firebreathing-red	Firebreathing	1	2	3	3	Action	Attack	Generic		**Instant** - {r}: Firebreathing gains +1{p}. Activate this ability only while Firebreathing is attacking.
fisticuffs	Fisticuffs					Equipment	Arms	Generic		**Attack Reaction** - {r}{r}, destroy Fisticuffs: Target attack action card gains +1{p}.
flash-of-brilliance	Flash of Brilliance				1	Equipment	Head	NotClassed	Lightning	When this defends, you may discard a Lightning card. If you do, return an aura you control to its owner's hand. **Blade Break**
flash-red	Flash	1	0		2	Action	NonAttack	NotClassed	Lightning	The next action card you play this turn with cost 0 or greater gets **go again**. **Go again**
flash-yellow	Flash	2	0		2	Action	NonAttack	NotClassed	Lightning	The next action card you play this turn with cost 1 or greater gets **go again**. **Go again**
flash-blue	Flash	3	0		2	Action	NonAttack	NotClassed	Lightning	The next action card you play this turn with cost 2 or greater gets **go again**. **Go again**
fleet-foot-sandals	Fleet Foot Sandals					Equipment	Legs	Generic		**Attack Reaction** - Destroy Fleet Foot Sandals: Target attack with 1 or less base {p} gains **go again**.
flex-red	Flex	1	0	4	2	Action	Attack	Generic		When you attack or defend with Flex, you may pay {r}{r}. If you do, it gains +2{p}.
flex-yellow	Flex	2	0	3	2	Action	Attack	Generic		When you attack or defend with Flex, you may pay {r}{r}. If you do, it gains +2{p}.
flex-blue	Flex	3	0	2	2	Action	Attack	Generic		When you attack or defend with Flex, you may pay {r}{r}. If you do, it gains +2{p}.
flittering-charge-red	Flittering Charge	1	0	4	2	Action	Attack	NotClassed	Lightning	If you've played an instant card this chain link, this gets **go again**.
flittering-charge-yellow	Flittering Charge	2	0	3	2	Action	Attack	NotClassed	Lightning	If you've played an instant card this chain link, this gets **go again**.
flittering-charge-blue	Flittering Charge	3	0	2	2	Action	Attack	NotClassed	Lightning	If you've played an instant card this chain link, this gets **go again**.
flittering-forcefield-red	Flittering Forcefield	1	0		3	DefenseReaction		NotClassed	Lightning	While this is defending, if you've played an instant card this chain link, this gets +1{d}.
flittering-forcefield-yellow	Flittering Forcefield	2	0		2	DefenseReaction		NotClassed	Lightning	While this is defending, if you've played an instant card this chain link, this gets +1{d}.
flittering-forcefield-blue	Flittering Forcefield	3	0		1	DefenseReaction		NotClassed	Lightning	While this is defending, if you've played an instant card this chain link, this gets +1{d}.
flittering-spike-red	Flittering Spike	1	1	4	3	Action	Attack	NotClassed	Lightning	If you've played an instant card this chain link, this gets +2{p}. When this hits, create a Lightning Flow token.
flittering-spike-yellow	Flittering Spike	2	1	3	3	Action	Attack	NotClassed	Lightning	If you've played an instant card this chain link, this gets +2{p}. When this hits, create a Lightning Flow token.
flittering-spike-blue	Flittering Spike	3	1	2	3	Action	Attack	NotClassed	Lightning	If you've played an instant card this chain link, this gets +2{p}. When this hits, create a Lightning Flow token.
flock-of-the-feather-walkers-red	Flock of the Feather Walkers	1	1	5	2	Action	Attack	Generic		As an additional cost to play Flock of the Feather Walkers, reveal a card in your hand with cost 1 or less. When you attack with Flock of the Feather Walkers, create a Quicken token.
flock-of-the-feather-walkers-yellow	Flock of the Feather Walkers	2	1	4	2	Action	Attack	Generic		As an additional cost to play Flock of the Feather Walkers, reveal a card in your hand with cost 1 or less. When you attack with Flock of the Feather Walkers, create a Quicken token.
flock-of-the-feather-walkers-blue	Flock of the Feather Walkers	3	1	3	2	Action	Attack	Generic		As an additional cost to play Flock of the Feather Walkers, reveal a card in your hand with cost 1 or less. When you attack with Flock of the Feather Walkers, create a Quicken token.
flow-through-blue	Flow Through	3	0			Instant		NotClassed	Lightning	Target Lightning attack gets +1{p} and "When this hits, create a Lightning Flow token."
flowing-stormstrike-red	Flowing Stormstrike	1	0	4	2	Action	Attack	NotClassed	Lightning	**Twice per Turn Instant** - {r}: This gets +1{p}. When this hits, create a Lightning Flow token.
flowshard-elemental-red	Flowshard Elemental	1	0	4	2	Action	Attack	NotClassed	Lightning	When this attacks, you may discard an instant card. If you do, create a Lightning Flow token and this gets **go again**.
flowstate-embodiment-red	Flowstate Embodiment	1	0	4	3	Action	Attack	NotClassed	Lightning	Whenever you play an instant card this chain link, create an Embodiment of Lightning or Lightning Flow token.
flying-high-red	Flying High	1	0		2	Action	NonAttack	Generic		Your next attack this turn gets **go again**. If it's red, it gets +1{p}. **Go again**
flying-high-yellow	Flying High	2	0		2	Action	NonAttack	Generic		Your next attack this turn gets **go again**. If it's yellow, it gets +1{p}. **Go again**
flying-high-blue	Flying High	3	0		2	Action	NonAttack	Generic		Your next attack this turn gets **go again**. If it's blue, it gets +1{p}. **Go again**
fog-down-yellow	Fog Down	2	3		3	Action	Aura|NonAttack	Generic		'Non-attack' action cards lose and can't gain **go again**. At the beginning of your action phase, destroy Fog Down.
fools-gold-yellow	Fool's Gold	2				Resource		Generic		When this is discarded, create a Gold token.
force-sight-red	Force Sight	1	1		2	Action	NonAttack	Generic		The next attack action card you play this turn gains +3{p}. If Force Sight is played from arsenal, **opt 2**. **Go again**
force-sight-yellow	Force Sight	2	1		2	Action	NonAttack	Generic		The next attack action card you play this turn gains +2{p}. If Force Sight is played from arsenal, **opt 2**. **Go again**
force-sight-blue	Force Sight	3	1		2	Action	NonAttack	Generic		The next attack action card you play this turn gains +1{p}. If Force Sight is played from arsenal, **opt 2**. **Go again**
four-finger-gloves	Four Finger Gloves				0	Equipment	Arms	Generic		**Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this only if you've been dealt damage this turn.
frailty	Frailty					Token	Aura	Generic		Your attack action cards played from arsenal and weapon attacks have -1{p}. At the beginning of your end phase destroy Frailty.
freewheeling-renegades-red	Freewheeling Renegades	1	1	6	2	Action	Attack	Generic		If this is defended by an action card, this has -2{p}.
freewheeling-renegades-yellow	Freewheeling Renegades	2	1	5	2	Action	Attack	Generic		If this is defended by an action card, this has -2{p}.
freewheeling-renegades-blue	Freewheeling Renegades	3	1	4	2	Action	Attack	Generic		If this is defended by an action card, this has -2{p}.
frontline-gauntlets	Frontline Gauntlets				2	Equipment	Arms	Generic		At the beginning of your end phase, put a -1{d} counter on this. **Blade Break**
frontline-helm	Frontline Helm				2	Equipment	Head	Generic		At the beginning of your end phase, put a -1{d} counter on this. **Blade Break**
frontline-legs	Frontline Legs				2	Equipment	Legs	Generic		At the beginning of your end phase, put a -1{d} counter on this. **Blade Break**
frontline-plating	Frontline Plating				2	Equipment	Chest	Generic		At the beginning of your end phase, put a -1{d} counter on this. **Blade Break**
frontline-scout-red	Frontline Scout	1	0	3	2	Action	Attack	Generic		You may look at the defending hero's hand. If Frontline Scout is played from arsenal, it gains **go again**.
frontline-scout-yellow	Frontline Scout	2	0	2	2	Action	Attack	Generic		You may look at the defending hero's hand. If Frontline Scout is played from arsenal, it gains **go again**.
frontline-scout-blue	Frontline Scout	3	0	1	2	Action	Attack	Generic		You may look at the defending hero's hand. If Frontline Scout is played from arsenal, it gains **go again**.
fry-red	Fry	1	0	3	0	Action	Attack	NotClassed	Lightning	**Go again**
fry-yellow	Fry	2	0	2	0	Action	Attack	NotClassed	Lightning	**Go again**
fry-blue	Fry	3	0	1	0	Action	Attack	NotClassed	Lightning	**Go again**
fyendals-fighting-spirit-red	Fyendal's Fighting Spirit	1	3	7	2	Action	Attack	Generic		When this attacks or defends, if you have less {h} than an opposing hero, gain 1{h}.
fyendals-fighting-spirit-yellow	Fyendal's Fighting Spirit	2	3	6	2	Action	Attack	Generic		When this attacks or defends, if you have less {h} than an opposing hero, gain 1{h}.
fyendals-fighting-spirit-blue	Fyendal's Fighting Spirit	3	3	5	2	Action	Attack	Generic		When this attacks or defends, if you have less {h} than an opposing hero, gain 1{h}.
fyendals-spring-tunic	Fyendal's Spring Tunic				1	Equipment	Chest	Generic		At the start of your turn, if this has fewer than 3 energy counters, you may put an energy counter on it. **Instant** - Remove 3 energy counters from this: Gain {r} **Blade Break**
gamblers-gloves	Gambler's Gloves				0	Equipment	Arms	Generic		If a hero would roll one or more 6 sided dice, instead after the roll you may destroy Gambler's Gloves. If you do, that hero rerolls all 6 sided dice rolled this way.
garland-of-spring	Garland of Spring				0	Equipment	Chest	Generic		**Action** - Destroy this: Gain {r}. **Go again**
gauntlet-of-sword-and-sorcery	Gauntlet of Sword and Sorcery				0	Equipment	Arms	Runeblade		**Action** - {r}{r}, {t} this and your hero: The next attack action card you play this turn gets "When this attacks, deal 1 arcane damage to any opposing target. If damage is dealt this way, this gets +1{p}." **Go again** **Arcane Barrier 1**
gesture-of-goodwill-blue	Gesture of Goodwill	3			3	Block		Generic		**Protect** When this **protects** another hero, they may give you a token they control.
give-and-take-red	Give and Take	1	1	3	3	Action	Attack	Generic		Whenever an action card defends this, you may put an action card with cost less than this card's {p} from your graveyard on top of your deck. **Go again**
glide-through-starlight-red	Glide Through Starlight	1	1	5	2	Action	Attack	NotClassed	Lightning	**Instant** - {r}, discard this: Prevent the next 1 damage that would be dealt to you this turn. If you prevent damage this way, create a Lightning Flow token.
glide-through-starlight-yellow	Glide Through Starlight	2	1	4	2	Action	Attack	NotClassed	Lightning	**Instant** - {r}, discard this: Prevent the next 1 damage that would be dealt to you this turn. If you prevent damage this way, create a Lightning Flow token.
glide-through-starlight-blue	Glide Through Starlight	3	1	3	2	Action	Attack	NotClassed	Lightning	**Instant** - {r}, discard this: Prevent the next 1 damage that would be dealt to you this turn. If you prevent damage this way, create a Lightning Flow token.
glory-seeker	Glory Seeker					Equipment	Head	Generic		**Instant** - {r}{r}{r}, destroy this: Draw a card.
gloves-of-astral-sanctuary	Gloves of Astral Sanctuary				0	Equipment	Arms	Generic		**Instant** - {t} your hero, destroy this: Prevent the next 1 damage that would be dealt to you this turn.
go-bananas-yellow	Go Bananas	2	0			Instant		Generic		Name an action card. Open and reveal a booster pack of Flesh and Blood and put all cards with the chosen name into your hand. If the booster pack does not contain a card with the chosen name, you may repeat this process.
gold	Gold					Token	Item	Generic		**Action** - {r}{r}, destroy this: Draw a card. **Go again**
goldkiss-rum	Goldkiss Rum					Token	Item	Generic		**Instant** - {t} your hero, destroy this: Your next action this turn gets **go again**. Your hero can't {u} this turn unless they're a Pirate.
goliath-gauntlet	Goliath Gauntlet				0	Equipment	Arms	Generic		**Action** - Destroy this: The next attack action card with cost 2 or more you play this turn gets +2{p}. **Go again**
gone-in-a-flash-red	Gone in a Flash	1	0	4	3	Action	Attack	NotClassed	Lightning	When this attacks, the next time you play an instant card this chain link, you may return this to it's owner's hand.
good-deeds-dont-go-unnoticed-yellow	Good Deeds Don't Go Unnoticed	2	0		3	Action	Aura|NonAttack	Generic		At the start of each other hero's turn, choose 1; they draw a card, they gain {r}, they gain 1{h}, or their next attack this turn gains +1{p}. At the start of your turn, destroy this. If another hero drew a card from this, you draw a card, then repeat for {r}, {h}, and {p}.
gore-belching-red	Gore Belching	1	0	7		Action	Attack	Generic		When this attacks, reveal cards from the top of your deck until you reveal an attack action card. If you do, banish it and this gets -X{p}, where X is the {p} of the card banished this way. Otherwise, this gets -7{p}. Shuffle.
gorganian-tome	Gorganian Tome		0			Action	NonAttack	Generic		**Legendary** Draw X cards, where X is 1 plus the number of Gorganian Tomes in all graveyards. **Go again**
grandstand-legplates	Grandstand Legplates					Equipment	Legs	Generic		Grandstand Legplates' {d} is equal to the number of opposing heroes with greater {h} than you. **Blade Break**
grasp-of-the-arknight	Grasp of the Arknight				2	Equipment	Arms	Runeblade		**Once per Turn Action** - {r}{r}: Create a Runechant token. This ability costs an additional {r} to activate for each Runechant you control. **Go again** **Battleworn**
gravekeeping-red	Gravekeeping	1	1	5	2	Action	Attack	Generic		When this attacks a hero, you may banish a card from their graveyard.
gravekeeping-yellow	Gravekeeping	2	1	4	2	Action	Attack	Generic		When this attacks a hero, you may banish a card from their graveyard.
gravekeeping-blue	Gravekeeping	3	1	3	2	Action	Attack	Generic		When this attacks a hero, you may banish a card from their graveyard.
grimoire-of-fellingsong	Grimoire of Fellingsong					Equipment	OffHand	Runeblade		**Instant** - {r}, destroy this: Create a Runechant token.
hack-to-reality-yellow	Hack to Reality	2	1		2	Action	NonAttack	Generic		Your next attack this turn gets +2{p}. The next time you hit a hero this turn, destroy a non-token aura they own with cost less than or equal to the damage dealt this way. **Go again**
hand-behind-the-pen-red	Hand Behind the Pen	1	2	6	2	Action	Attack	Generic		When this hits a hero, turn a card in their arsenal face-up, then banish a non-attack action card from their arsenal.
hard-knuckle	Hard Knuckle				0	Equipment	Arms	Generic		When you play an attack action card, you may destroy this. If you do, the attack gets +1{p}.
haunting-rendition-red	Haunting Rendition	1			4	Block		Runeblade		**Instant** - Discard this: Prevent the next 2 damage that would be dealt to you this turn. The first time you prevent damage this way, create a Runechant token.
headliner-helm	Headliner Helm					Equipment	Head	Generic		Headliner Helm's {d} is equal to the number of opposing heroes with greater {h} than you. **Blade Break**
healing-balm-red	Healing Balm	1	0		2	Action	NonAttack	Generic		Gain 3{h}
healing-balm-yellow	Healing Balm	2	0		2	Action	NonAttack	Generic		Gain 2{h}
healing-balm-blue	Healing Balm	3	0		2	Action	NonAttack	Generic		Gain 1{h}
healing-potion-blue	Healing Potion	3	0			Action	Item|NonAttack	Generic		**Action** - Destroy this: Gain 2{h}. **Go again**
heart-of-fyendal-blue	Heart of Fyendal	3				Resource	Gem	Generic		**Legendary** When you pitch Heart of Fyendal, if you have less {h} than an opposing hero, gain 1{h}.
heartened-cross-strap	Heartened Cross Strap				0	Equipment	Chest	Generic		**Action** - Destroy this: The next attack action card you play this turn costs {r}{r} less to play. **Go again**
heavens-claws-red	Heaven's Claws	1	1	5	3	Action	Attack	NotClassed	Lightning	
heavens-claws-yellow	Heaven's Claws	2	1	4	3	Action	Attack	NotClassed	Lightning	
heavens-claws-blue	Heaven's Claws	3	1	3	3	Action	Attack	NotClassed	Lightning	
helios-mitre	Helio's Mitre				0	Equipment	Head	Generic		*(A player may add a Helio's Mitre to their card pool in an Uprising limited format.)* **Instant** - {r}{r}: Prevent the next 1 damage that would be dealt to your hero this turn by a source of your choice. Destroy Helio's Mitre at the beginning of the end phase.
helm-of-astral-sanctuary	Helm of Astral Sanctuary				0	Equipment	Head	Generic		**Instant** - {t} your hero, destroy this: Prevent the next 1 damage that would be dealt to you this turn.
helm-of-hindsight	Helm of Hindsight				0	Equipment	Head	Generic		**Instant** - {r}{r}{r}, destroy this: Put target attack action card from your graveyard on top of your deck.
helm-of-might-and-magic	Helm of Might and Magic				1	Equipment	Head	Runeblade		**Blade Break** **Spellvoid 1**
helm-of-safe-haven	Helm of Safe Haven				2	Equipment	Head	Generic		When this defends, reveal the top card of your deck. If it's an attack action card, add it to this chain link as a defending card and discard a card. **Blade Break**
helm-of-the-arknight	Helm of the Arknight				2	Equipment	Head	Runeblade		**Temper**
helmsmans-peak	Helmsman's Peak				1	Equipment	Head	Generic		When this defends, look at the top card of your deck. **Blade Break**
high-current-currency-blue	High Current Currency	3	0		3	Action	NonAttack	Generic		Remove all energy counters from target non-hero permanent an opponent controls. Create that many Gold tokens.
high-striker-red	High Striker	1	0		2	Action	NonAttack	Generic		The next time an attack you control hits this turn, create 6 Copper tokens. **Go again**
high-striker-yellow	High Striker	2	0		2	Action	NonAttack	Generic		The next time an attack you control hits this turn, create 4 Copper tokens. **Go again**
high-striker-blue	High Striker	3	0		2	Action	NonAttack	Generic		The next time an attack you control hits this turn, create 2 Copper tokens. **Go again**
high-voltage-blue	High Voltage	3	0			Instant		NotClassed	Lightning	**Amp 1**
hit-the-high-notes-red	Hit the High Notes	1	1	4	3	Action	Attack	Runeblade		If you've played or created an aura this turn, this gets +2{p}.
hit-the-high-notes-yellow	Hit the High Notes	2	1	3	3	Action	Attack	Runeblade		If you've played or created an aura this turn, this gets +2{p}.
hit-the-high-notes-blue	Hit the High Notes	3	1	2	3	Action	Attack	Runeblade		If you've played or created an aura this turn, this gets +2{p}.
hocus-pocus-red	Hocus Pocus	1	0	3	3	Action	Attack	Runeblade		When this attacks, create a Runechant token.
hocus-pocus-yellow	Hocus Pocus	2	0	2	3	Action	Attack	Runeblade		When this attacks, create a Runechant token.
hocus-pocus-blue	Hocus Pocus	3	0	1	3	Action	Attack	Runeblade		When this attacks, create a Runechant token.
hold-the-line-blue	Hold the Line	3	0		2	DefenseReaction		Generic		If the attacking hero has drawn 2 or more cards this turn, prevent the next 3 damage that would be dealt to your hero this turn.
hood-of-second-thoughts	Hood of Second Thoughts				0	Equipment	Head	Generic		**Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this only if you've been dealt damage this turn.
hope-merchants-hood	Hope Merchant's Hood				0	Equipment	Head	Generic		**Instant** - Destroy this: Shuffle any number of cards from your hand into your deck, then draw that many cards.
humble-red	Humble	1	2	6	2	Action	Attack	Generic		When this hits a hero, they lose all hero card abilities until the end of their next turn.
humble-yellow	Humble	2	2	5	2	Action	Attack	Generic		When this hits a hero, they lose all hero card abilities until the end of their next turn.
humble-blue	Humble	3	2	4	2	Action	Attack	Generic		When this hits a hero, they lose all hero card abilities until the end of their next turn.
imperial-edict-red	Imperial Edict	1	1			Action	Item|NonAttack	Generic		**Legendary** **Action** - Destroy Imperial Edict: Name a card. The named card can't be played until the start of your next turn. If you are Royal, instead each opponent reveals their hand, then name a card. **Go again**
imperial-ledger-red	Imperial Ledger	1	0			Action	Item|NonAttack	Generic		**Legendary** **Action** - Shuffle Imperial Ledger into its owner's deck: Create a Copper token. If you are Royal, instead create a Gold token.
imperial-seal-of-command-red	Imperial Seal of Command	1	0			Action	Item|NonAttack	Generic		**Legendary** **Action** - Destroy this: Defense reaction cards can't be played this turn. If you are Royal, the next time you hit a hero this turn, destroy all cards in their arsenal. **Go again**
imperial-warhorn-red	Imperial Warhorn	1	2			Action	Item|NonAttack	Generic		**Legendary** **Action** - {r}, destroy Imperial Warhorn: Choose any number of heroes. Each of them chooses an ally, aura, item, or landmark permanent they control. Destroy each permanent chosen this way. If you are Royal, instead you choose the permanents.
inertia	Inertia					Token	Aura	Generic		At the beginning of your end phase, destroy Inertia, then put all cards from your hand and arsenal on the bottom of your deck.
infectious-host-red	Infectious Host	1	0	4	2	Action	Attack	Generic		When this attacks a hero, if you control a Frailty token, create a Frailty token under their control, then repeat for Inertia and Bloodrot Pox.
